3.246726396,12.59751895,1,5,1.5
5.589421089,14.1712612,2,3,1.5
4.766206897,10.71655172,1,3,2.5
-1.394075095,13.19600413,1,4,1
7.722356183,11.4646917,1,3,0
11.18198455,15.62139081,1,3,2
11.88529108,12.55390975,1,3,0
11.52791178,13.66299104,1,3,3.5
11.27023769,15.42232174,1,3,0.5
9.430244575,9.111953152,1,4,1.5
9.609365559,11.82356495,1,3,1.5
7.839123867,10.10906344,1,3,1.5
5.396623019,12.05720193,1,3,2
1.704443679,14.6179814,2,3,2
6.943851188,13.13193248,1,4,1.5
4.193009642,11.13326446,1,3,1
11.11694798,10.70099897,1,3,1.5
12.35700698,12.75586557,1,2,3.5
5.672178988,11.73605707,1,3,3.5
4.87167989,10.45601932,1,4,2.5
8.926430048,12.03480358,1,3,3.5
-0.858766793,13.30967964,2,3,2
19.405,8.325172414,2,3,1
14.31226318,10.58250086,1,3,3
17.83114641,8.162292818,2,3,1
17.23005921,9.004179728,2,3,3.5
18.2152231,7.375328084,2,1,1
16.84734666,9.066161268,2,3,0
16.2590486,7.421923475,2,3,3.5
17.28463129,8.481736733,2,3,0.5
12.04626533,12.10367893,1,1,0.5
13.97123665,10.89045815,1,3,0
17.4954688,7.343673754,2,3,0.5
14.10199862,10.452102,1,4,1
19.46566598,7.612491373,2,3,1
10.11470892,13.78229418,1,3,1.5
14.86310345,6.309655172,2,3,3.5
4.863636364,12.47727273,1,3,2
22.63995174,8.470527404,2,3,0
17.24534804,7.688490696,2,3,1
18.3631815,7.191511387,2,3,1
13.28615702,11.21969697,1,3,3
15.10795455,10.10984848,1,3,0.5
18.38831437,8.49327818,1,3,0.5
19.35679099,8.247712878,2,3,0.5
20.60672414,8.518275862,2,3,1
18.24155755,7.124052378,2,3,1
10.8546832,14.30371901,1,3,1
11.03529614,8.617424242,1,4,3
9.343446602,8.730582524,1,2,2.5
5.363018135,10.39054404,2,2,2.5
6.010370069,15.7596584,2,3,2
7.333103686,12.68687565,1,4,1.5
20.89415863,8.328510182,2,2,1.5
5.811852332,12.81670984,1,1,2.5
17.47374344,7.921230308,2,2,0.5
7.756114364,13.41646573,1,4,1.5
11.65860106,12.41846279,2,3,2
12.96727523,13.42473303,1,3,0.5
17.86172414,8.186206897,2,3,0.5
3.959180158,13.00964519,1,4,1.5
6.522046159,12.39924216,1,4,1.5
6.853083018,12.4826042,1,4,1.5
8.604670217,13.2920934,1,3,1
21.63675911,8.231647635,2,3,3
17.75697554,5.999655529,2,3,0.5
1.90849939,13.2696218,2,3,3.5
14.46173733,15.3081696,2,3,2
5.164772727,11.99207989,1,4,1.5
4.064115822,11.03619442,1,3,2.5
7.119834711,12.49862259,1,3,2
-0.097657596,13.52566311,2,3,1
17.80296245,8.160523596,2,3,1
13.22859387,11.38256088,1,0,2
11.30861505,8.290076336,1,2,0.5
12.98811574,11.87840165,1,3,3
15.43948035,9.773764259,2,0,0.5
6.274965565,11.79786501,1,3,1.5
16.52774905,10.2805929,2,3,0
9.727328182,8.923546157,1,3,1.5
6.688491257,15.20374136,2,3,3
5.234412677,12.6837754,1,3,1.5
12.72157133,10.50310131,2,3,2.5
10.29689521,10.92238034,1,2,3
17.5347355,7.719566603,2,3,0
5.082328626,10.18601447,1,3,1
9.684292112,12.0072339,1,3,1
9.719827586,16.2962069,2,3,3
14.52894555,6.702963473,2,3,0.5
4.670685498,11.41370996,1,3,2
23.13371688,8.036610879,2,3,3.5
13.65220386,11.7107438,1,3,3
9.214433345,13.94522907,1,3,1
2.917987595,10.36871123,2,3,0.5
0.879351948,11.88279903,2,3,2
4.772648984,15.437134,2,4,2
16.19244166,8.724137931,2,3,0
16.6860687,8.889949109,2,2,0.5
17.52728426,8.327411168,2,2,0
8.641873278,12.70110193,1,3,1
24.10270444,5.708306504,2,2,0.5
12.70695592,11.66735537,1,3,3.5
15.81708577,10.25008612,1,3,3
8.472154472,12.10365854,1,4,1.5
14.78746125,9.596279711,1,3,0
4.72768011,9.944846605,1,3,2
