,lat,lng
0,44.58415017652322,119.71297787261614
1,31.905511577266523,102.23141546175019
2,45.55427530435246,126.96435649551775
3,47.18305415374976,119.95065315165802
4,40.94295822422187,78.4525392783902
5,39.640045316916535,94.34676019039637
6,41.17502986007749,80.26694348473501
7,39.15388851764215,75.95372526670941
8,40.55326389470602,81.28735422539545
9,45.01109186720768,83.00750363609747
10,39.2222409698549,101.67346389593693
11,38.83909413743562,105.67259866528437
12,47.85072787010195,88.14792620373527
13,32.50686601763335,80.11277692192645
14,31.822406263729967,117.20833987682249
15,48.13197124504232,123.46544000531033
16,39.72207912858917,76.17490640869839
17,40.64935880291086,80.38184924590777
18,44.60235033944156,129.59836369953325
19,46.4257192321437,125.34862234422451
20,23.103684598181406,120.24023045064938
21,32.271268023108426,91.6888906779995
22,27.399076477104835,114.62647813460515
23,38.424828318687446,115.33340802487648
24,28.380053748765423,111.21949270431685
25,30.644424794113846,119.68656337875633
26,,
27,32.69051277057377,109.03560108265746
28,25.10399043123158,105.44954274777457
29,31.261414994285975,113.69558292415309
30,36.10975375497273,103.72553503682038
31,22.99280495989136,120.17485336206231
32,30.53095656804304,117.06360390491879
33,36.483842195596104,119.2256075181801
34,26.71568278850785,113.27542359380587
35,36.87009825930708,109.33541943983717
36,26.25925237871499,105.95441712388904
37,43.117916954911934,128.90544846813714
38,25.06175955338205,118.19242537229232
39,31.540750527876018,104.57355502129967
40,29.417320432220166,112.17750615580171
41,38.94173429859305,115.94242628265987
42,36.10594098401491,114.39950042177432
43,28.85079427375071,115.55544146387352
44,27.621307703861603,113.87743991926233
45,25.14274343173196,115.40055913128577
46,30.103392734493756,105.34245423273225
47,36.1535143805225,112.25661283959589
48,41.11505359694933,123.00137251399407
49,41.125475259583,122.97549026614892
50,47.16133224362644,123.82940626912925
51,29.30106048401354,87.24242733675504
52,,
53,24.41753104091857,111.55856737149277
54,,
55,32.637137318436714,116.84056434849077
56,41.554449175438364,118.76669152975593
57,30.05902899139862,96.92436044615198
58,39.79078837708006,78.55570140180049
59,31.048064248959722,110.34757529184422
60,43.78822869765155,87.64994363726368
61,43.540131553107535,118.6703942570529
62,43.97638259461,119.38644328075584
63,42.759334457332976,86.31989004155257
64,24.147264804270304,107.26648125302391
65,29.408474739770405,106.54745425696237
66,31.924549424275728,94.0598815647657
67,30.01166170737641,99.11672669581999
68,,
69,46.09128265781541,127.41054798639587
70,40.7493594895728,107.39439808372491
71,43.03379594934405,84.14074577102483
72,31.872888585956545,106.7515853031645
73,31.857685602645372,106.77551310771157
74,40.2323398507732,122.12757349697273
75,39.13092059698142,116.39839726630014
76,34.27912767495051,109.07141535554312
77,45.62550435999602,122.8455906084976
78,23.354986325820754,120.4683016721805
79,45.69395162976408,85.13951012368591
80,29.1118589519179,89.26874199189538
81,41.93962720532889,126.42963008937573
82,35.18328751461316,109.59752055373886
83,41.27604732000065,123.18115668384452
84,27.631457653851474,115.06848603691341
85,30.32500464500861,104.72408003323187
86,36.55082533041454,104.1444508283435
87,31.21531444878755,98.8311002182397
88,26.68358849912381,106.62959683988699
89,41.78248948891191,109.9840285367007
90,23.908185934295958,106.62458932565383
91,37.488758727151506,114.6994973620894
92,41.80070660198409,81.85851627203844
93,47.60186730195864,126.10542147027297
94,31.39872762296325,90.01670772711378
95,32.93850392746955,100.74360459644603
96,32.921523704350825,117.39551332813694
97,32.92337877039503,117.37944120527462
98,31.799293467782277,117.316576258567
99,40.66292878826139,109.84654350721243
100,,
101,39.723194482933174,117.31660069247685
102,33.874745598630774,113.06144723583577
103,31.227079873191517,121.47620597337968
104,34.36891564286998,107.2445753670404
105,46.33265182357228,132.20359411633407
106,31.41027947347614,121.4965630135246
107,36.596890441313086,109.49959402433238
108,30.37408211244484,102.82148423429224
109,33.24720546114832,119.36555570137673
110,39.02833693239553,111.09254175804939
111,38.87998776845534,115.47146383768579
112,28.705968872486093,109.66647357306476
113,31.883847150262206,111.26744121202825
114,25.139038793265964,99.17727328581788
115,34.236473940411834,108.94049774780775
116,48.247419532218935,126.49737974225795
117,29.811156512938553,106.40228116964546
118,39.2303439099184,117.14140273157703
119,31.963084103414715,104.36158555316277
120,39.841005667935896,119.491526071177
121,36.11313160776512,114.36238189911874
122,21.48683649576942,109.126533212566
123,25.790537261261562,113.017410129382
124,39.910924547299565,116.4133836971231
125,46.643492672111265,126.99144894054609
126,22.713958021611358,110.36057016580777
127,29.90465935993949,121.85057621461253
128,41.80648256894959,120.77762773421811
129,23.013447021911468,120.21618107393404
130,27.251536276173585,111.45849694618926
131,30.991484121728096,121.26952878232426
132,41.59442809680251,121.78344729847997
133,41.49291646055291,123.69250712420832
134,31.48635726205027,93.68596593861217
135,27.29021508342595,105.2985887950112
